AnthroposophyMedMed,AnthroposophyMedTherapy,Autohaemotherapy,Ayurveda,BMI,Baden_Württemberg,Bayern,Berlin,Brandenburg,Bremen,Cancer_screening,Chelattherapie,Child_UG,Doc_search,EmerencyService_Abroad,Feldenkrais,GKVname,Generika,Hamburg,Health_checkUp,Hessen,HomoeopathyMed,HomoeopathyTherapy,Irisdiagnostic,Lighttherapy,MVP,NRW,Niedersachsen,Osteopathy,Physiotherapy,Premium_rate,Replexmassage,Rheinland_Pfalz,Saarland,Sachsen,Sachsen_Anhalt,Schleswig_Holtstein,Shiatsu,TCM,Thüringen,Travel_vacc,Vaccine,adjuvant,alter_cancerMed,alter_cancerTherapy,appointment_help,careReminderService,gym,hospital_search,medical_phoneInfo,non_smoker,online_branch,pharmacy,prevention,reciept_online,reha_search,service_hotline,skinCancer,sport_club,sport_ensigh,teeth_clean,yearly_dentist
"Ja, max. 80,00 % und max. 30,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,Nein,ja,False,True,False,False,False,ja,Nein,ja,ja,ja,Nein,AOK Bayern,ja,False,ja,False,"Ja, max. 80,00 % und max. 30,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,Nein,False,False,False,Nein,"Ja, max. 80,00 % und max. 30,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","15,70% ",Nein,False,False,False,False,False,Nein,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Versicherte, die das 18. Lebensjahr vollendet haben und an einer Zivilisationskrankheit, wie Erkrankung des Herz-Kreislauf-Systems, Diabetes, Stressfolgeerkrankung, Muskel- und Gelenkserkrankung oder chronische Lungenerkrankung leiden oder von ihr bedroht sind. Des Weiteren muss der ständigen Wohnsitz des Versicherten in dem Landkreis Cham, Deggendorf, Dingolfing-Landau, Regen, Freyung-Grafenau, Regensburg Land (Ost), Schwandorf oder Straubing-Bogen sein.)",False,"Ja, für eine Auswahl der Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 80,00% aber maximal 100,00 EUR. Übernahme im Rahmen eines",Keiner.,ja,"Ja, max. 80,00 % und max. 30,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,nein,ja,ja,ja,"ja, die medizinische Infohotline der AOK Bayern ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,"nein, bonifiziert werden aber U1, U2, U3, U4, U5, U6, U7, U8, U9, U10, U11, J1",ja,ja,ja,Das Service-Telefon der AOK Bayern unter 0800 0026524  ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,nein
Nein,Nein,Nein,Nein,ja,True,True,True,True,True,ja,Nein,ja,ja,ja,Nein,BARMER,nein,True,ja,True,Nein,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,True,True,True,"Nein, aber Bezuschussung im Rahmen eines",Nein,"15,70% ",Nein,True,True,True,True,True,Nein,"Ja, max. 100,00 % bei bestimmten Leistungserbringern, nur regional für alle Versicherten",True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00% aber maximal 100,00 EUR. Übernahme im Rahmen eines",,nein,Nein,Nein,ja,ja,ja,ja,"ja, die medizinische Infohotline der BARMER ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,"nein, bonifiziert werden aber U1, U2, U3, U4, U5, U6, U7, U8, U9, J1, J2",ja,ja,ja,Das Service-Telefon der BARMER unter 0800 333 10 10 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,ja
Nein,Nein,Nein,Nein,ja,False,False,False,False,False,nein,Nein,ja,ja,ja,Nein,AOK Hessen,nein,False,ja,True,"Ja, max. 100,00 % und max. 240,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % und max. 240,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,False,False,False,"Ja, max. 100,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,"15,60% ",Nein,False,False,False,False,False,Nein,"Nein, aber Bezuschussung im Rahmen eines",False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00% aber maximal 200,00 EUR. Übernahme im Rahmen eines",,ja,Nein,Nein,ja,ja,ja,ja,nein,ja,ja,ja,ja,ja,ja,Das Service-Telefon der AOK Hessen unter 0800 00 00 255 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,nein
"Ja, max. 80,00 % und max. 25,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,Nein,ja,False,False,False,False,False,ja,Nein,ja,ja,ja,Nein,AOK Rheinland-Pfalz/Saarland,nein,False,nein,False,"Ja, max. 80,00 % und max. 25,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 80,00 % und max. 75,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,False,False,False,"Ja, max. 80,00 % und max. 240,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 80,00 % und max. 25,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","15,60% ",Nein,True,True,False,False,False,Nein,Nein,False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 80,00% aber maximal 150,00 EUR.",,ja,Nein,Nein,ja,ja,ja,ja,"ja, die medizinische Infohotline der AOK Rheinland-Pfalz/Saarland ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,ja,ja,Das Service-Telefon der AOK Rheinland-Pfalz/Saarland unter 0800 4772000 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,nein
Nein,Nein,Nein,Nein,ja,True,True,True,True,True,ja,Nein,ja,ja,ja,Nein,BIG direkt gesund,nein,True,nein,True,Nein,"Ja, max. 100,00 % bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,True,True,True,"Ja, max. 100,00 % und max. 160,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,"15,60% ",Nein,True,True,True,True,True,Nein,Nein,True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,keine Angabe,Nein,Nein,ja,ja,ja,ja,"ja, die medizinische Infohotline der BIG direkt gesund ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,"nein, bonifiziert werden aber U1, U2, U3, U4, U5, U6, U7, U8, U9, U10, U11, J1",ja,ja,ja,Das Service-Telefon der BIG direkt gesund unter 0800-54565456 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,nein,ja
"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Versicherte 12-17 Jährige in der HzV)",Nein,Nein,Nein,ja,True,False,False,False,False,ja,Nein,ja,ja,ja,Nein,AOK Baden-Württemberg,nein,False,ja,False,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Versicherte 12-17 Jährige in der HzV)","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",False,False,False,"Ja, max. 100,00 % und max. 120,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Versicherte 12-17 Jährige in der HzV)","15,60% ",Nein,False,False,False,False,False,Nein,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für bestimmte Personen (Versicherte 12-17 Jährige in der HzV)",False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00% aber maximal 100,00 EUR. Übernahme im Rahmen eines",,ja,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",ja,ja,ja,ja,"ja, die medizinische Infohotline der AOK Baden-Württemberg ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,ja,ja,Das Service-Telefon der AOK Baden-Württemberg unter 0800-2652965 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,nein
Nein,Nein,Nein,Nein,ja,False,False,False,False,True,ja,Nein,ja,nein,nein,Nein,BKK exklusiv,nein,False,nein,False,"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,True,True,True,"Ja, max. 100,00 % und max. 250,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,"15,59% ",Nein,False,False,False,True,True,Nein,Nein,False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,ja,Nein,Nein,nein,nein,ja,ja,"ja, die medizinische Infohotline der BKK exklusiv ist durchschnittlich 9 Stunden an 5 Tagen die Woche erreichbar",ja,nein,ja,ja,nein,ja,Das Service-Telefon der BKK exklusiv unter 0180-2000102 ist wie folgt erreichbar:,ja,ja,ja,ja,ja
Nein,Nein,Nein,Nein,ja,True,True,True,True,True,ja,Nein,ja,ja,ja,Nein,Salus BKK,nein,True,nein,True,Nein,Nein,Nein,"Ja, max. 100,00 % und max. 200,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",True,True,True,"Ja, max. 90,00 % und max. 300,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,"15,55% ",Nein,True,True,True,True,True,Nein,Nein,True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,ja,Nein,Nein,ja,ja,ja,ja,"ja, die medizinische Infohotline der Salus BKK ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,nein,ja,ja,nein,ja,Das Service-Telefon der Salus BKK unter 0800 22 13 222 ist wie folgt erreichbar:,ja,ja,ja,ja,ja
"Ja, max. 100,00 % und max. 80,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,Nein,ja,True,True,True,False,False,nein,Nein,ja,ja,ja,Nein,BKK Freudenberg,nein,False,nein,True,"Ja, max. 100,00 % und max. 80,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,False,True,True,"Ja, max. 80,00 % und max. 240,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % und max. 80,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","15,50% ",Nein,True,False,True,False,False,Nein,Nein,False,"Ja, welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,keine Angabe,Nein,Nein,ja,ja,ja,ja,"ja, die medizinische Infohotline der BKK Freudenberg ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,nein,"nein, bonifiziert werden aber U1, U2, U3, U4, U5, U6, U7, U8, U9",ja,nein,ja,Das Service-Telefon der BKK Freudenberg unter 06201-6905009 ist wie folgt erreichbar:,ja,ja,ja,ja,ja
Nein,"Ja, max. 100,00 % und max. 1.180,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,nein,True,True,True,True,True,ja,Nein,ja,ja,nein,Nein,R+V Betriebskrankenkasse,nein,True,ja,True,Nein,"Ja, max. 100,00 % und max. 285,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,True,True,True,"Ja, max. 80,00 % und max. 120,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,"15,50% ",Nein,True,True,True,True,True,Nein,Nein,True,"Ja, für eine Auswahl der Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 80,00% aber maximal 80,00 EUR.",,nein,Nein,Nein,ja,ja,ja,ja,nein,ja,nein,ja,ja,nein,ja,Das Service-Telefon der R+V Betriebskrankenkasse unter 0800-2557880 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,nein,nein
"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,Nein,ja,True,True,True,True,True,ja,Nein,ja,ja,ja,Nein,Daimler BKK,nein,True,nein,True,"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,True,True,True,"Ja, max. 80,00 % und max. 360,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","15,50% ",Nein,True,True,True,True,True,Nein,Nein,True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,nein,Nein,Nein,ja,ja,ja,ja,"ja, die medizinische Infohotline der Daimler BKK ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,"nein, bonifiziert werden aber U4, U5, U6, U7, U8, U9, U10, U11, J1, J2",ja,nein,ja,Das Service-Telefon der Daimler BKK unter 0711 17 46555 ist wie folgt erreichbar:,ja,ja,ja,ja,ja
"Ja, max. 100,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % und max. 150,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,ja,False,False,False,False,False,ja,Nein,ja,ja,ja,Nein,AOK NORDWEST,nein,False,ja,False,"Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % und max. 150,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,False,True,False,"Ja, max. 80,00 % und max. 160,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","15,50% ",Nein,False,False,False,False,True,Nein,Nein,False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 80,00% aber maximal 150,00 EUR.",,ja,"Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,ja,ja,ja,ja,"ja, die medizinische Infohotline der AOK NORDWEST ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,ja,ja,Das Service-Telefon der AOK NORDWEST unter 0800 265 5000 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,ja
Nein,Nein,Nein,Nein,ja,False,False,True,True,False,ja,Nein,ja,ja,ja,Nein,AOK Nordost,nein,False,nein,False,"Ja, max. 100,00 % und max. 50,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,keine Angabe,True,False,False,Nein,Nein,"15,50% ",Nein,False,False,False,False,False,Nein,Nein,False,"Ja, für eine Auswahl der Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,nein,Nein,Nein,nein,ja,ja,ja,"ja, die medizinische Infohotline der AOK Nordost ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,"nein, bonifiziert werden aber J2",ja,ja,ja,Das Service-Telefon der AOK Nordost unter 0800 2650800 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,nein,nein
Nein,Nein,Nein,Nein,ja,True,True,True,True,False,ja,Nein,ja,ja,nein,Nein,Bosch BKK,nein,True,ja,True,Nein,"Ja, max. 100,00 % und max. 204,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",Nein,Nein,True,True,True,"Ja, max. 100,00 % bei bestimmten Leistungserbringern, nur regional für alle Versicherten",Nein,"15,50% ",Nein,True,True,True,True,False,Nein,Nein,True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,nein,Nein,Nein,ja,ja,ja,ja,"ja, die medizinische Infohotline der Bosch BKK ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,nein,ja,Das Service-Telefon der Bosch BKK unter 0180/6060200 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,ja
"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % bei bestimmten Leistungserbringern, nur regional für alle Versicherten","Ja, max. 100,00 % bei bestimmten Leistungserbringern, nur regional für alle Versicherten","Ja, max. 100,00 % bei bestimmten Leistungserbringern, nur regional für alle Versicherten",ja,True,True,True,True,True,ja,Nein,ja,ja,ja,"Ja, max. 100,00 % bei bestimmten Leistungserbringern, nur regional für alle Versicherten",TK - Techniker Krankenkasse,ja,True,nein,True,"Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Nein, aber Bezuschussung im Rahmen eines","Ja, max. 100,00 % bei bestimmten Leistungserbringern, nur regional für alle Versicherten",True,True,True,"Ja, max. 100,00 % und max. 120,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % und max. 100,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","15,50% ","Ja, max. 100,00 % bei bestimmten Leistungserbringern, nur regional für alle Versicherten",True,True,True,True,True,"Ja, max. 100,00 % bei bestimmten Leistungserbringern, nur regional für alle Versicherten","Ja, max. 100,00 % bei bestimmten Leistungserbringern, nur regional für alle Versicherten",True,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,ja,"Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten",ja,ja,ja,ja,"ja, die medizinische Infohotline der TK - Techniker Krankenkasse ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,ja,ja,Das Service-Telefon der TK - Techniker Krankenkasse unter 0800 - 2 85 85 85 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,nein
"Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",ja,False,False,True,True,False,ja,Nein,ja,ja,ja,"Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",IKK Brandenburg und Berlin,ja,False,ja,False,"Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 100,00 % bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",False,False,False,"Ja, max. 80,00 % und max. 200,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten","Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","15,49% ","Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",False,False,False,False,False,"Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00%.",,ja,"Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines","Ja, max. 80,00 % und max. 150,00 EUR p.a. bei allen Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",ja,ja,ja,ja,"ja, die medizinische Infohotline der IKK Brandenburg und Berlin ist durchschnittlich 15 Stunden an 7 Tagen die Woche erreichbar",ja,ja,ja,ja,nein,ja,Das Service-Telefon der IKK Brandenburg und Berlin unter 0800-8833244 ist wie folgt erreichbar:,ja,ja,ja,ja,ja
Nein,Nein,Nein,Nein,ja,False,False,False,False,True,ja,Nein,ja,ja,nein,keine Angabe,AOK Bremen/Bremerhaven,ja,False,ja,False,Nein,"Ja, max. 80,00 % und max. 500,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,Nein,False,False,False,"Ja, max. 80,00 % und max. 500,00 EUR p.a. bei bestimmten Leistungserbringern im gesamten Versorgungsgebiet für alle Versicherten im Rahmen eines",Nein,"15,40% ",Nein,False,False,False,False,False,Nein,Nein,False,"Ja, für alle Empfehlungen der Ständigen Impfkommission (STIKO) beim Robert-Koch-Institut (RKI) in Verbindung mit den Reisehinweisen des Auswärtigen Amtes. Welche dies sind, erfragen Sie bitte direkt bei der Kasse.  Übernahme des Impfstoffs zu 100,00% aber maximal 500,00 EUR. Übernahme im Rahmen eines",,nein,Nein,Nein,ja,ja,ja,ja,"ja, die medizinische Infohotline der AOK Bremen/Bremerhaven ist durchschnittlich 24 Stunden an 7 Tagen die Woche erreichbar",ja,ja,"nein, bonifiziert werden aber U1, U2, U3, U4, U5, U6, U7, U8, U9, U10, U11, J1",ja,ja,ja,Das Service-Telefon der AOK Bremen/Bremerhaven unter 0421 17610 ist 24 Stunden an 7 Tagen die Woche erreichbar.,ja,ja,ja,ja,ja
